iter	MultiClass
277	0.3652616938
278	0.3644236434
279	0.3633232211
280	0.3624678347
281	0.3613303383
282	0.3600039056
283	0.3591940775
284	0.3579111772
285	0.3572803987
286	0.3560103524
287	0.3553804124
288	0.3542422909
289	0.3535802342
290	0.352817838
291	0.3518767435
292	0.3506628146
293	0.3496897341
294	0.3485681948
295	0.346796118
296	0.3456057093
297	0.3447868657
298	0.3439117755
299	0.3430492841
300	0.3419927706
301	0.3409339173
302	0.3402163545
303	0.3389916243
304	0.3377053617
305	0.3372337734
306	0.3366528277
307	0.3358880229
308	0.3346373637
309	0.3338688841
310	0.3331161412
311	0.3325605811
312	0.3316653666
313	0.3309351006
314	0.3302005017
315	0.3294348891
316	0.3287476174
317	0.3281142125
318	0.3269143781
319	0.3263926179
320	0.3256488713
321	0.324375095
322	0.3235968278
323	0.3224207706
324	0.3214735656
325	0.3204235529
326	0.3193773362
327	0.3187572376
328	0.3180765329
329	0.3168852832
330	0.3158500421
331	0.3153092357
332	0.3144279643
333	0.3135943637
334	0.3131720254
335	0.312560554
336	0.3118246169
337	0.3111146977
338	0.3105701639
339	0.3097278902
340	0.3088336145
341	0.3079566014
342	0.3071206161
343	0.3060158297
344	0.3051388859
345	0.3045362
346	0.3038883589
347	0.3030276959
348	0.3021477967
349	0.3014825364
350	0.3006251089
351	0.2996872862
352	0.2992487044
353	0.2982800596
354	0.2974082458
355	0.2963205987
356	0.2952847131
357	0.2946408258
358	0.2939663645
359	0.2931859321
360	0.2923682693
361	0.2912729273
362	0.2904868345
363	0.2895942783
364	0.2889553867
365	0.2878721531
366	0.2869747476
367	0.2863940652
368	0.2855749861
369	0.2850368251
370	0.2844636284
371	0.2837282132
372	0.2828079017
373	0.2820161856
374	0.280778355
375	0.2797364133
376	0.2790856051
377	0.2782208383
378	0.2776732589
379	0.2770606286
380	0.2764316227
381	0.2755812542
382	0.2751033097
383	0.2743542497
384	0.2734698472
385	0.2727747975
386	0.272000619
387	0.2714144479
388	0.2709571548
389	0.2699214824
390	0.2693430073
391	0.268623887
392	0.2680521742
393	0.2669777324
394	0.2663263087
395	0.2657878657
396	0.2652997927
397	0.2647674253
398	0.2642544957
399	0.2637657924
400	0.2630392183
401	0.2623677898
402	0.2619267247
403	0.2611727606
404	0.260329387
405	0.2597882374
406	0.2588493886
407	0.2582974581
408	0.2571694672
409	0.2566237991
410	0.2560498193
411	0.2552411999
412	0.2544942968
413	0.2539453072
414	0.2533136162
415	0.2529068616
416	0.2525155743
417	0.2519735496
418	0.2513945826
419	0.2506082299
420	0.2499773159
421	0.2492661828
422	0.2486921555
423	0.2477948103
424	0.247279707
425	0.2465973458
426	0.2460969664
427	0.2457611794
428	0.2453900615
429	0.2448666237
430	0.2441150289
431	0.2435497469
432	0.2427983952
433	0.242409647
434	0.241796294
435	0.241252461
436	0.2408227943
437	0.2403349977
438	0.2398961915
439	0.2392318748
440	0.2386477798
441	0.2380940076
442	0.237582072
443	0.2370669946
444	0.2366003216
445	0.2358083328
446	0.2349379554
447	0.2343404627
448	0.2338302281
449	0.2335692308
450	0.2330949962
451	0.2325728558
452	0.2316697898
453	0.231032585
454	0.2303651971
455	0.2299429463
456	0.2295502198
457	0.229213161
458	0.2287218028
459	0.2281402331
460	0.2277808922
461	0.2274929538
462	0.2272286689
463	0.2267871587
464	0.2261382393
465	0.2255621471
466	0.2250412217
467	0.2247301168
468	0.2242735769
469	0.2240388647
470	0.2235193841
471	0.2230625461
472	0.2224627672
473	0.2219355323
474	0.2214164853
475	0.2209377531
476	0.2202501417
477	0.2197845422
478	0.2191180938
479	0.2184515527
480	0.218171622
481	0.2175918538
482	0.2168784579
483	0.2166112711
484	0.2161037157
485	0.2156364335
486	0.2152358355
487	0.2147940241
488	0.2143852342
489	0.214066244
490	0.2135931333
491	0.2131410311
492	0.2125031755
493	0.2119295782
494	0.2112564844
495	0.210519512
496	0.2098848907
497	0.2093783958
498	0.2089548206
499	0.2083641807
500	0.2078726921
501	0.2072508097
502	0.2067083236
503	0.2062264667
504	0.2058175552
505	0.2054077172
506	0.2047898664
507	0.2044947225
508	0.2040832821
509	0.2035667282
510	0.2032906314
511	0.2029693838
512	0.2024169447
513	0.2015389501
514	0.2011314321
515	0.2008087924
516	0.2004805542
517	0.2000617872
518	0.1995497476
519	0.1991721475
520	0.1986517164
521	0.1982395981
522	0.1979619391
523	0.1973777349
524	0.1969121237
525	0.1963340797
526	0.1960990911
527	0.1956762629
528	0.1952495861
529	0.1948938952
530	0.1942341443
531	0.1938398879
532	0.1932687874
533	0.192904602
534	0.1926089923
535	0.1920444567
536	0.191682206
537	0.1913833114
538	0.1906513082
539	0.1905020444
540	0.1903141565
541	0.1900122067
542	0.1898855436
543	0.189406665
544	0.1891403976
545	0.1888197796
546	0.1884105669
547	0.1878908338
548	0.1875020297
549	0.1871064809
550	0.1867858428
551	0.186427319
552	0.1860529455
553	0.1855638485
554	0.1852838959
555	0.184889573
556	0.1846665561
557	0.1843144315
558	0.1839796684
559	0.1836516115
560	0.1834277424
561	0.1830807608
562	0.1826138841
563	0.1822694245
564	0.1820455103
565	0.181887547
566	0.181603777
567	0.1813618029
568	0.1808857144
569	0.180262814
570	0.1799032638
571	0.1795192129
572	0.1792303991
573	0.1788185643
574	0.1785749317
575	0.1780812279
576	0.1776948977
577	0.1773588659
578	0.1769351846
579	0.1765362438
580	0.1761032745
581	0.1757434912
582	0.1753620678
583	0.1749807568
584	0.1747149756
585	0.1742287085
586	0.1738297443
587	0.1736222532
588	0.1732037095
589	0.1729383194
590	0.1725192729
591	0.1722239362
592	0.1719060812
593	0.1715136649
594	0.1711225521
595	0.1706832784
596	0.1705323153
597	0.1701607442
598	0.169775188
599	0.1693466137
600	0.1689526091
601	0.1687487465
602	0.1684517998
603	0.1681293809
604	0.1677886684
605	0.1674133156
606	0.1672455721
607	0.166918192
608	0.1667216117
609	0.1662930864
610	0.1659149769
611	0.1655340816
612	0.1651830409
613	0.164844531
614	0.1645074298
615	0.1641933367
616	0.1639248334
617	0.1635069027
618	0.1630570315
619	0.1627999986
620	0.162229244
621	0.1616148086
622	0.1613003745
623	0.1608559586
624	0.160449242
625	0.1601462212
626	0.1598281848
627	0.1595046697
628	0.1593053194
629	0.1588503414
630	0.1585094185
631	0.1582537714
632	0.1578495456
633	0.1576052024
634	0.1572900628
635	0.1568103904
636	0.1564686366
637	0.1561257131
638	0.1557998091
639	0.1555585943
640	0.1552281325
641	0.1550244136
642	0.1547882947
643	0.1545806096
644	0.154291064
645	0.1538915721
646	0.1535578986
647	0.1533161663
648	0.1530392431
649	0.1527606347
650	0.1525564135
651	0.1522715216
652	0.1520311803
653	0.15174055
654	0.151397308
655	0.1511067858
656	0.1507916185
657	0.1506235109
658	0.1503131669
659	0.1501599626
660	0.1499847118
661	0.1498280859
662	0.1496007378
663	0.1493953448
664	0.1490479336
665	0.1488116016
666	0.1485588494
667	0.1483788093
668	0.1481014795
669	0.1477454219
670	0.1474133977
671	0.1471425282
672	0.1469653378
673	0.1466079537
674	0.1464021646
675	0.1461427944
676	0.1457748512
677	0.1454433294
678	0.1451177094
679	0.1448524478
680	0.1445860515
681	0.1440997344
682	0.1438254784
683	0.1434026474
684	0.1430405574
685	0.142798471
686	0.1423918721
687	0.1420977436
688	0.1418490058
689	0.1416544788
690	0.1411914864
691	0.1408717886
692	0.1405488575
693	0.1399525214
694	0.1397612554
695	0.1393861851
696	0.139138619
697	0.1386848011
698	0.1383756165
699	0.1380603736
700	0.1379257423
701	0.1376531815
702	0.1374397185
703	0.1371138415
704	0.1367289892
705	0.1364306431
706	0.1361208232
707	0.1358943007
708	0.1357008356
709	0.1354358466
710	0.1351289913
711	0.1349675623
712	0.1347022727
713	0.1344172665
714	0.1342309286
715	0.1338800229
716	0.1336810238
717	0.1333463985
718	0.1331508955
719	0.1330250439
720	0.1328337723
721	0.1324048479
722	0.1321000541
723	0.1317580487
724	0.1314071546
725	0.131114723
726	0.130935033
727	0.1307563141
728	0.1303990295
729	0.1302036753
730	0.1299881752
731	0.1296137894
732	0.1294655938
733	0.1292533532
734	0.1287447209
735	0.1283429649
736	0.128037676
737	0.1278395332
738	0.1276175628
739	0.1274371741
740	0.1272300295
741	0.1270240501
742	0.1267319518
743	0.1264592805
744	0.1262077452
745	0.1259109482
746	0.1256443583
747	0.1253579043
748	0.1251926499
749	0.1249810161
750	0.124566457
751	0.1243674602
752	0.1242326398
753	0.123915355
754	0.1236811888
755	0.1235174333
756	0.1232860921
757	0.1230635539
758	0.1228303513
759	0.1226799377
760	0.1224820635
761	0.1223228217
762	0.1221131236
763	0.1218415536
764	0.1216990763
765	0.1213588661
766	0.1211349323
767	0.1209172231
768	0.1206705956
769	0.120415815
770	0.120122949
771	0.1198512491
772	0.1197756727
773	0.1195658077
774	0.1192898448
775	0.119103587
776	0.1188946809
777	0.1186929589
778	0.118495488
779	0.1182854863
780	0.1180327613
781	0.1178751539
782	0.1177000996
783	0.1175198415
784	0.1173572506
785	0.1172526025
786	0.1169984719
787	0.1168298171
788	0.1166660818
789	0.1165817656
790	0.1163911733
791	0.1161772883
792	0.1159197865
793	0.115761502
794	0.1156150276
795	0.1154166307
796	0.1152749956
797	0.1151657311
798	0.1148026647
799	0.1146766106
800	0.1145279345
801	0.1143552858
802	0.1140868152
803	0.1138816978
804	0.1137037089
805	0.113357574
806	0.1132332555
807	0.1130771902
808	0.1127848233
809	0.1126051937
810	0.1123336653
811	0.112199582
812	0.1120708082
813	0.1119606234
814	0.1118184326
815	0.1116446279
816	0.1114447139
817	0.1113311156
818	0.1111613839
819	0.1109890136
820	0.1108008303
821	0.110684974
822	0.1105270582
823	0.1102927227
824	0.1100213203
825	0.1097743331
826	0.1096632426
827	0.1095772637
828	0.1093032565
829	0.1090472128
830	0.1088556769
831	0.1087396434
832	0.1085422911
833	0.1083857397
834	0.1081049005
835	0.1079370385
836	0.1077775633
837	0.1075878096
838	0.1074289965
839	0.1072625156
840	0.1071177467
841	0.1069360029
842	0.1067788716
843	0.1066793078
844	0.1065248279
845	0.1063111003
846	0.1062018475
847	0.106034539
848	0.1058393607
849	0.1055591573
850	0.1054487717
851	0.1052398098
852	0.1051366881
853	0.1048834695
854	0.1046804992
855	0.1045649321
856	0.1043063998
857	0.1041965529
858	0.1040465313
859	0.1038007078
860	0.1037061783
861	0.1035772959
862	0.1033199579
863	0.1031647717
864	0.1029898031
865	0.1028531237
866	0.1025957411
867	0.1024601535
868	0.1022538269
869	0.1020424659
870	0.1019237636
871	0.1016891933
872	0.1015266213
873	0.1012857656
874	0.1011479278
875	0.1009944645
876	0.1008674292
877	0.1006058885
878	0.1005582943
879	0.1003677307
880	0.1001582659
881	0.09989996913
882	0.09973011116
883	0.09951360323
884	0.09935742032
885	0.09919672751
886	0.09904151334
887	0.09892563036
888	0.09883522603
889	0.09864071796
890	0.09850065027
891	0.09836331827
892	0.09816917418
893	0.09797103239
894	0.0978927232
895	0.09769374839
896	0.09753836365
897	0.09737621785
898	0.09721032328
899	0.09695683527
900	0.09685198593
901	0.09657634404
902	0.09651025009
903	0.09639103841
904	0.09622451451
905	0.0960882535
906	0.09597627403
907	0.09582161432
908	0.09550832199
909	0.09535861379
910	0.09521569402
911	0.09508396728
912	0.09492725621
913	0.0946816068
914	0.09455196974
915	0.09448673086
916	0.09430401009
917	0.09415207306
918	0.09394354859
919	0.09374204905
920	0.09362780389
921	0.09343409421
922	0.09328452137
923	0.09310952996
924	0.09300360691
925	0.09294754465
926	0.09280336561
927	0.09254273073
928	0.09239828108
929	0.09224305511
930	0.09210129622
931	0.09188172844
932	0.09174228953
933	0.09153857066
934	0.09138799315
935	0.09125147869
936	0.09118052796
937	0.09104938344
938	0.09091300344
939	0.09075880042
940	0.09060851981
941	0.09043531658
942	0.09038395659
943	0.09026716534
944	0.09009746647
945	0.09004399007
946	0.08983316804
947	0.08974552648
948	0.08964710924
949	0.08956676129
950	0.08945367106
951	0.08929071933
952	0.08918213109
953	0.08911008454
954	0.08897770881
955	0.08884252529
956	0.08869698624
957	0.0885772684
958	0.08849320677
959	0.08840607831
960	0.08820367793
961	0.08801397603
962	0.08787047994
963	0.08773043312
964	0.08754866085
965	0.08745353214
966	0.08728216636
967	0.08711751744
968	0.08696001412
969	0.08685126686
970	0.08672085358
971	0.08665868803
972	0.08650726801
973	0.08638747229
974	0.08627746536
975	0.08612211204
976	0.08591103004
977	0.08577649434
978	0.08556892904
979	0.08542189173
980	0.08532836311
981	0.08518831306
982	0.08504654336
983	0.08490784208
984	0.08478587892
985	0.08468385998
986	0.08459527453
987	0.08434167777
988	0.08424183993
989	0.08415731331
990	0.0840565442
991	0.08394918549
992	0.08379375161
993	0.08368485917
994	0.0835569586
995	0.0834043712
996	0.08329870945
997	0.08324394789
998	0.08317802262
999	0.08312025814
